date,gm,zone,name,stack,flag,picked_count
2026-07-07,Akash Sharma,North,UdaipurHub_UDR_PL,EXT,Present,116
2026-07-07,Akash Sharma,North,UdaipurHub_UDR_PL,FK,Future,41
2026-07-07,Akash Sharma,North,UdaipurHub_UDR_PL,FK,Past,250
2026-07-07,Akash Sharma,North,UdaipurHub_UDR_PL,FK,Present,3209
2026-07-07,Akash Sharma,North,UdaipurHub_UDR_PL,MYE,Future,17
2026-07-07,Akash Sharma,North,UdaipurHub_UDR_PL,MYE,Past,60
2026-07-07,Akash Sharma,North,UdaipurHub_UDR_PL,MYE,Present,336
2026-07-07,Akash Sharma,North,VKIAHub_JAI_PL,EXT,Future,22
2026-07-07,Akash Sharma,North,VKIAHub_JAI_PL,EXT,Past,133
2026-07-07,Akash Sharma,North,VKIAHub_JAI_PL,EXT,Present,999
2026-07-07,Akash Sharma,North,VKIAHub_JAI_PL,FK,Future,2438
2026-07-07,Akash Sharma,North,VKIAHub_JAI_PL,FK,Past,8453
2026-07-07,Akash Sharma,North,VKIAHub_JAI_PL,FK,Present,82175
2026-07-07,Akash Sharma,North,VKIAHub_JAI_PL,MYE,Future,31
2026-07-07,Akash Sharma,North,VKIAHub_JAI_PL,MYE,Past,694
2026-07-07,Akash Sharma,North,VKIAHub_JAI_PL,MYE,Present,1247
2026-07-07,Akash Sharma,North,VKIAHub_JAI_PL,MYS,Future,69
2026-07-07,Akash Sharma,North,VKIAHub_JAI_PL,MYS,Past,366
2026-07-07,Akash Sharma,North,VKIAHub_JAI_PL,MYS,Present,4094
2026-07-07,Amitava Dutta,East,ANISHABADHUB_PAT_PL,EXT,Future,4
2026-07-07,Amitava Dutta,East,ANISHABADHUB_PAT_PL,EXT,Past,2
2026-07-07,Amitava Dutta,East,ANISHABADHUB_PAT_PL,FK,Future,39
2026-07-07,Amitava Dutta,East,ANISHABADHUB_PAT_PL,FK,Past,256
2026-07-07,Amitava Dutta,East,ANISHABADHUB_PAT_PL,FK,Present,63
2026-07-07,Amitava Dutta,East,ANISHABADHUB_PAT_PL,MYE,Future,1
2026-07-07,Amitava Dutta,East,ANISHABADHUB_PAT_PL,MYE,Past,3
2026-07-07,Amitava Dutta,East,AngulHub_ANG_PL,FK,Future,3
2026-07-07,Amitava Dutta,East,AngulHub_ANG_PL,FK,Present,3
2026-07-07,Amitava Dutta,East,ArrahHub_ARH_PL,EXT,Future,1
2026-07-07,Amitava Dutta,East,ArrahHub_ARH_PL,EXT,Past,6
2026-07-07,Amitava Dutta,East,ArrahHub_ARH_PL,EXT,Present,8
2026-07-07,Amitava Dutta,East,ArrahHub_ARH_PL,FK,Future,5
2026-07-07,Amitava Dutta,East,ArrahHub_ARH_PL,FK,Past,49
2026-07-07,Amitava Dutta,East,ArrahHub_ARH_PL,FK,Present,114
2026-07-07,Amitava Dutta,East,ArrahHub_ARH_PL,MYE,Past,1
2026-07-07,Amitava Dutta,East,ArrahHub_ARH_PL,MYE,Present,7
2026-07-07,Amitava Dutta,East,AshokNagarHub_PAT_PL,EXT,Future,11
2026-07-07,Amitava Dutta,East,AshokNagarHub_PAT_PL,EXT,Past,2
2026-07-07,Amitava Dutta,East,AshokNagarHub_PAT_PL,EXT,Present,3
2026-07-07,Amitava Dutta,East,AshokNagarHub_PAT_PL,FK,Future,15
2026-07-07,Amitava Dutta,East,AshokNagarHub_PAT_PL,FK,Past,229
2026-07-07,Amitava Dutta,East,AshokNagarHub_PAT_PL,FK,Present,417
2026-07-07,Amitava Dutta,East,AshokNagarHub_PAT_PL,MYE,Future,27
2026-07-07,Amitava Dutta,East,AshokNagarHub_PAT_PL,MYE,Past,14
2026-07-07,Amitava Dutta,East,AshokNagarHub_PAT_PL,MYE,Present,12
2026-07-07,Amitava Dutta,East,BEHEAHUB_ARH_PL,EXT,Present,1
2026-07-07,Amitava Dutta,East,BEHEAHUB_ARH_PL,FK,Past,3
2026-07-07,Amitava Dutta,East,BEHEAHUB_ARH_PL,FK,Present,43
2026-07-07,Amitava Dutta,East,BaleshwarHub_BAW_PL,EXT,Present,1
2026-07-07,Amitava Dutta,East,BaleshwarHub_BAW_PL,FK,Future,56
2026-07-07,Amitava Dutta,East,BaleshwarHub_BAW_PL,FK,Past,1
2026-07-07,Amitava Dutta,East,BaleshwarHub_BAW_PL,FK,Present,49
2026-07-07,Amitava Dutta,East,BaleshwarHub_BAW_PL,MYE,Future,10
2026-07-07,Amitava Dutta,East,BaleshwarHub_BAW_PL,MYE,Past,25
2026-07-07,Amitava Dutta,East,BankiPoreHub_PAT_PL,FK,Future,286
2026-07-07,Amitava Dutta,East,BankiPoreHub_PAT_PL,FK,Past,179
2026-07-07,Amitava Dutta,East,BankiPoreHub_PAT_PL,FK,Present,3169
2026-07-07,Amitava Dutta,East,BariatuHub_IXR_PL,EXT,Future,1
2026-07-07,Amitava Dutta,East,BariatuHub_IXR_PL,EXT,Past,4
2026-07-07,Amitava Dutta,East,BariatuHub_IXR_PL,EXT,Present,3
2026-07-07,Amitava Dutta,East,BariatuHub_IXR_PL,FK,Past,2
2026-07-07,Amitava Dutta,East,BariatuHub_IXR_PL,FK,Present,53
2026-07-07,Amitava Dutta,East,BariatuHub_IXR_PL,MYE,Present,7
2026-07-07,Amitava Dutta,East,BaripadaHub_BPO_PL,EXT,Past,5
2026-07-07,Amitava Dutta,East,BaripadaHub_BPO_PL,EXT,Present,2
2026-07-07,Amitava Dutta,East,BaripadaHub_BPO_PL,FK,Future,3
2026-07-07,Amitava Dutta,East,BaripadaHub_BPO_PL,FK,Past,5
2026-07-07,Amitava Dutta,East,BaripadaHub_BPO_PL,FK,Present,42
2026-07-07,Amitava Dutta,East,BaripadaHub_BPO_PL,MYE,Past,11
2026-07-07,Amitava Dutta,East,BaripadaHub_BPO_PL,MYE,Present,5
2026-07-07,Amitava Dutta,East,BegusaraiHub_BGI_PL,FK,Past,16
2026-07-07,Amitava Dutta,East,BegusaraiHub_BGI_PL,FK,Present,26
2026-07-07,Amitava Dutta,East,BegusaraiHub_BGI_PL,MYE,Past,2
2026-07-07,Amitava Dutta,East,BegusaraiHub_BGI_PL,MYE,Present,16
2026-07-07,Amitava Dutta,East,BerhampurHub_BMP_PL,EXT,Past,2
2026-07-07,Amitava Dutta,East,BerhampurHub_BMP_PL,EXT,Present,3
2026-07-07,Amitava Dutta,East,BerhampurHub_BMP_PL,FK,Future,3
2026-07-07,Amitava Dutta,East,BerhampurHub_BMP_PL,FK,Past,67
2026-07-07,Amitava Dutta,East,BerhampurHub_BMP_PL,FK,Present,47
2026-07-07,Amitava Dutta,East,BerhampurHub_BMP_PL,MYE,Past,1
2026-07-07,Amitava Dutta,East,BettiahHub_BTH_PL,EXT,Present,4
2026-07-07,Amitava Dutta,East,BettiahHub_BTH_PL,FK,Future,1
2026-07-07,Amitava Dutta,East,BettiahHub_BTH_PL,FK,Past,42
2026-07-07,Amitava Dutta,East,BettiahHub_BTH_PL,FK,Present,158
2026-07-07,Amitava Dutta,East,BettiahHub_BTH_PL,MYE,Present,1
2026-07-07,Amitava Dutta,East,BhadrakHub_BHC_PL,FK,Present,12
2026-07-07,Amitava Dutta,East,BhadrakHub_BHC_PL,MYE,Past,3
2026-07-07,Amitava Dutta,East,BhagalpurHub_BGP_PL,EXT,Present,2
2026-07-07,Amitava Dutta,East,BhagalpurHub_BGP_PL,FK,Future,65
2026-07-07,Amitava Dutta,East,BhagalpurHub_BGP_PL,FK,Past,85
2026-07-07,Amitava Dutta,East,BhagalpurHub_BGP_PL,FK,Present,754
2026-07-07,Amitava Dutta,East,BhagalpurHub_BGP_PL,MYE,Past,3
