date,gm,zone,name,stack,flag,picked_count,MH
08-08-2026,Manoj Harsh,North,BHUHub_VNS_PL,MYE,Present,1,NA
08-08-2026,Manoj Harsh,North,BKTHub_LKO_PL,FK,Future,103,NA
08-08-2026,Manoj Harsh,North,BKTHub_LKO_PL,FK,Past,32,NA
08-08-2026,Manoj Harsh,North,BKTHub_LKO_PL,FK,Present,207,NA
08-08-2026,Manoj Harsh,North,BulandshahrHub_BUR_PL,EXT,Present,61,NA
08-08-2026,Manoj Harsh,North,BulandshahrHub_BUR_PL,FK,Future,75,NA
08-08-2026,Manoj Harsh,North,BulandshahrHub_BUR_PL,FK,Past,23,NA
08-08-2026,Manoj Harsh,North,BulandshahrHub_BUR_PL,FK,Present,5210,NA
08-08-2026,Manoj Harsh,North,ChunarHub_CHU_PL,FK,Future,29,NA
08-08-2026,Manoj Harsh,North,ChunarHub_CHU_PL,FK,Present,1125,NA
08-08-2026,Manoj Harsh,North,DeoriaHub_DRA_PL,EXT,Future,14,NA
08-08-2026,Manoj Harsh,North,DeoriaHub_DRA_PL,EXT,Past,1,NA
08-08-2026,Manoj Harsh,North,DeoriaHub_DRA_PL,EXT,Present,4,NA
08-08-2026,Manoj Harsh,North,DeoriaHub_DRA_PL,FK,Future,2,NA
08-08-2026,Manoj Harsh,North,DeoriaHub_DRA_PL,FK,Past,2,NA
08-08-2026,Manoj Harsh,North,DeoriaHub_DRA_PL,FK,Present,54,NA
08-08-2026,Manoj Harsh,North,DeoriaHub_DRA_PL,MYE,Future,14,NA
08-08-2026,Manoj Harsh,North,DeoriaHub_DRA_PL,MYE,Present,7,NA
08-08-2026,Manoj Harsh,North,DhampurHub_DHM_PL,EXT,Future,1,NA
08-08-2026,Manoj Harsh,North,DhampurHub_DHM_PL,EXT,Present,4,NA
08-08-2026,Manoj Harsh,North,DhampurHub_DHM_PL,FK,Future,92,NA
08-08-2026,Manoj Harsh,North,DhampurHub_DHM_PL,FK,Past,262,NA
08-08-2026,Manoj Harsh,North,DhampurHub_DHM_PL,FK,Present,2533,NA
08-08-2026,Manoj Harsh,North,DhampurHub_DHM_PL,MYE,Future,3,NA
08-08-2026,Manoj Harsh,North,DhampurHub_DHM_PL,MYE,Present,49,NA
08-08-2026,Manoj Harsh,North,EtwahHub_ETW_PL,EXT,Future,2,NA
08-08-2026,Manoj Harsh,North,EtwahHub_ETW_PL,EXT,Past,2,NA
08-08-2026,Manoj Harsh,North,EtwahHub_ETW_PL,EXT,Present,16,NA
08-08-2026,Manoj Harsh,North,EtwahHub_ETW_PL,FK,Future,55,NA
08-08-2026,Manoj Harsh,North,EtwahHub_ETW_PL,FK,Past,13,NA
08-08-2026,Manoj Harsh,North,EtwahHub_ETW_PL,FK,Present,935,NA
08-08-2026,Manoj Harsh,North,EtwahHub_ETW_PL,MYE,Present,1,NA
08-08-2026,Manoj Harsh,North,FarrukhabadHub_FRR_PL,EXT,Present,3,NA
08-08-2026,Manoj Harsh,North,FarrukhabadHub_FRR_PL,FK,Future,34,NA
08-08-2026,Manoj Harsh,North,FarrukhabadHub_FRR_PL,FK,Past,20,NA
08-08-2026,Manoj Harsh,North,FarrukhabadHub_FRR_PL,FK,Present,627,NA
08-08-2026,Manoj Harsh,North,Firozabad_FZD_PL,EXT,Future,9,NA
08-08-2026,Manoj Harsh,North,Firozabad_FZD_PL,EXT,Past,1,NA
08-08-2026,Manoj Harsh,North,Firozabad_FZD_PL,EXT,Present,81,NA
08-08-2026,Manoj Harsh,North,Firozabad_FZD_PL,FK,Future,2711,NA
08-08-2026,Manoj Harsh,North,Firozabad_FZD_PL,FK,Past,598,NA
08-08-2026,Manoj Harsh,North,Firozabad_FZD_PL,FK,Present,17834,NA
08-08-2026,Manoj Harsh,North,Firozabad_FZD_PL,MYE,Future,104,NA
08-08-2026,Manoj Harsh,North,Firozabad_FZD_PL,MYE,Past,3,NA
08-08-2026,Manoj Harsh,North,Firozabad_FZD_PL,MYE,Present,574,NA
08-08-2026,Manoj Harsh,North,GeorgeTownHub_ALD_PL,EXT,Future,2,NA
08-08-2026,Manoj Harsh,North,GeorgeTownHub_ALD_PL,EXT,Past,21,NA
08-08-2026,Manoj Harsh,North,GeorgeTownHub_ALD_PL,EXT,Present,14,NA
08-08-2026,Manoj Harsh,North,GeorgeTownHub_ALD_PL,FK,Future,73,NA
08-08-2026,Manoj Harsh,North,GeorgeTownHub_ALD_PL,FK,Past,22,NA
08-08-2026,Manoj Harsh,North,GeorgeTownHub_ALD_PL,FK,Present,1903,NA
08-08-2026,Manoj Harsh,North,GeorgeTownHub_ALD_PL,MYE,Future,5,NA
08-08-2026,Manoj Harsh,North,GeorgeTownHub_ALD_PL,MYE,Present,1,NA
08-08-2026,Manoj Harsh,North,GhazipurHub_GIR_PL,EXT,Future,4,NA
08-08-2026,Manoj Harsh,North,GhazipurHub_GIR_PL,EXT,Present,1,NA
08-08-2026,Manoj Harsh,North,GhazipurHub_GIR_PL,FK,Future,2,NA
08-08-2026,Manoj Harsh,North,GhazipurHub_GIR_PL,FK,Present,84,NA
08-08-2026,Manoj Harsh,North,GondaHub_GND_PL,EXT,Future,30,NA
08-08-2026,Manoj Harsh,North,GondaHub_GND_PL,EXT,Past,1,NA
08-08-2026,Manoj Harsh,North,GondaHub_GND_PL,EXT,Present,12,NA
08-08-2026,Manoj Harsh,North,GondaHub_GND_PL,FK,Future,9,NA
08-08-2026,Manoj Harsh,North,GondaHub_GND_PL,FK,Past,3,NA
08-08-2026,Manoj Harsh,North,GondaHub_GND_PL,FK,Present,203,NA
08-08-2026,Manoj Harsh,North,GondaHub_GND_PL,MYE,Future,11,NA
08-08-2026,Manoj Harsh,North,GondaHub_GND_PL,MYE,Present,26,NA
08-08-2026,Manoj Harsh,North,GorakhpurHub_GOP_PL,EXT,Future,3,NA
08-08-2026,Manoj Harsh,North,GorakhpurHub_GOP_PL,EXT,Past,2,NA
08-08-2026,Manoj Harsh,North,GorakhpurHub_GOP_PL,EXT,Present,9,NA
08-08-2026,Manoj Harsh,North,GorakhpurHub_GOP_PL,FK,Future,53,NA
08-08-2026,Manoj Harsh,North,GorakhpurHub_GOP_PL,FK,Past,35,NA
08-08-2026,Manoj Harsh,North,GorakhpurHub_GOP_PL,FK,Present,885,NA
08-08-2026,Manoj Harsh,North,GorakhpurHub_GOP_PL,MYE,Future,30,NA
08-08-2026,Manoj Harsh,North,GorakhpurHub_GOP_PL,MYE,Past,1,NA
08-08-2026,Manoj Harsh,North,GorakhpurHub_GOP_PL,MYE,Present,33,NA
08-08-2026,Manoj Harsh,North,GoshainganjHub_GOS_PL,FK,Future,38,NA
08-08-2026,Manoj Harsh,North,GoshainganjHub_GOS_PL,FK,Past,19,NA
08-08-2026,Manoj Harsh,North,GoshainganjHub_GOS_PL,FK,Present,1071,NA
08-08-2026,Manoj Harsh,North,GumtiHub_PL,EXT,Future,95,NA
08-08-2026,Manoj Harsh,North,GumtiHub_PL,EXT,Past,12,NA
08-08-2026,Manoj Harsh,North,GumtiHub_PL,EXT,Present,307,NA
08-08-2026,Manoj Harsh,North,GumtiHub_PL,FK,Future,3014,NA
08-08-2026,Manoj Harsh,North,GumtiHub_PL,FK,Past,536,NA
08-08-2026,Manoj Harsh,North,GumtiHub_PL,FK,Present,28692,NA
08-08-2026,Manoj Harsh,North,GumtiHub_PL,MYE,Future,368,NA
08-08-2026,Manoj Harsh,North,GumtiHub_PL,MYE,Past,13,NA
08-08-2026,Manoj Harsh,North,GumtiHub_PL,MYE,Present,1213,NA
08-08-2026,Manoj Harsh,North,GumtiHub_PL,MYS,Future,1,NA
08-08-2026,Manoj Harsh,North,GumtiHub_PL,MYS,Present,2494,NA
08-08-2026,Manoj Harsh,North,HapurHub_HPU_PL,EXT,Future,1,NA
08-08-2026,Manoj Harsh,North,HapurHub_HPU_PL,EXT,Past,4,NA
08-08-2026,Manoj Harsh,North,HapurHub_HPU_PL,EXT,Present,17,NA
08-08-2026,Manoj Harsh,North,HapurHub_HPU_PL,FK,Future,42,NA
08-08-2026,Manoj Harsh,North,HapurHub_HPU_PL,FK,Past,26,NA
08-08-2026,Manoj Harsh,North,HapurHub_HPU_PL,FK,Present,1936,NA
08-08-2026,Manoj Harsh,North,HapurHub_HPU_PL,MYE,Future,86,NA
08-08-2026,Manoj Harsh,North,HapurHub_HPU_PL,MYE,Past,1,NA
08-08-2026,Manoj Harsh,North,HapurHub_HPU_PL,MYE,Present,234,NA
08-08-2026,Manoj Harsh,North,HathrasHub_HTH_PL,EXT,Future,9,NA
08-08-2026,Manoj Harsh,North,HathrasHub_HTH_PL,EXT,Present,6,NA
08-08-2026,Manoj Harsh,North,HathrasHub_HTH_PL,FK,Future,126,NA
08-08-2026,Manoj Harsh,North,HathrasHub_HTH_PL,FK,Past,19,NA
08-08-2026,Manoj Harsh,North,HathrasHub_HTH_PL,FK,Present,3279,NA
08-08-2026,Manoj Harsh,North,HathrasHub_HTH_PL,MYE,Future,2,NA
08-08-2026,Manoj Harsh,North,HathrasHub_HTH_PL,MYE,Present,15,NA
08-08-2026,Manoj Harsh,North,JaunpurHub_JNP_PL,EXT,Future,6,NA
08-08-2026,Manoj Harsh,North,JaunpurHub_JNP_PL,EXT,Present,15,NA
08-08-2026,Manoj Harsh,North,JaunpurHub_JNP_PL,FK,Future,2,NA
08-08-2026,Manoj Harsh,North,JaunpurHub_JNP_PL,FK,Past,1,NA
08-08-2026,Manoj Harsh,North,JaunpurHub_JNP_PL,FK,Present,24,NA
08-08-2026,Manoj Harsh,North,JaunpurHub_JNP_PL,MYE,Future,8,NA
08-08-2026,Manoj Harsh,North,JaunpurHub_JNP_PL,MYE,Present,4,NA
08-08-2026,Manoj Harsh,North,JhansiHub_JHS_PL,EXT,Past,2,NA
08-08-2026,Manoj Harsh,North,JhansiHub_JHS_PL,EXT,Present,19,NA
08-08-2026,Manoj Harsh,North,JhansiHub_JHS_PL,FK,Future,7,NA
08-08-2026,Manoj Harsh,North,JhansiHub_JHS_PL,FK,Past,18,NA
08-08-2026,Manoj Harsh,North,JhansiHub_JHS_PL,FK,Present,1915,NA
08-08-2026,Manoj Harsh,North,JhansiHub_JHS_PL,MYE,Future,7,NA
08-08-2026,Manoj Harsh,North,JhansiHub_JHS_PL,MYE,Past,9,NA
08-08-2026,Manoj Harsh,North,JhansiHub_JHS_PL,MYE,Present,52,NA
08-08-2026,Manoj Harsh,North,KannaujiHub_KAU_PL,EXT,Future,3,NA
08-08-2026,Manoj Harsh,North,KannaujiHub_KAU_PL,EXT,Past,10,NA
08-08-2026,Manoj Harsh,North,KannaujiHub_KAU_PL,EXT,Present,11,NA
08-08-2026,Manoj Harsh,North,KannaujiHub_KAU_PL,FK,Future,56,NA
08-08-2026,Manoj Harsh,North,KannaujiHub_KAU_PL,FK,Past,7,NA
08-08-2026,Manoj Harsh,North,KannaujiHub_KAU_PL,FK,Present,317,NA
08-08-2026,Manoj Harsh,North,KannaujiHub_KAU_PL,MYE,Future,5,NA
08-08-2026,Manoj Harsh,North,KannaujiHub_KAU_PL,MYE,Present,5,NA
08-08-2026,Manoj Harsh,North,KheriHub_KHE_PL,FK,Future,14,NA
08-08-2026,Manoj Harsh,North,KheriHub_KHE_PL,FK,Past,1,NA
08-08-2026,Manoj Harsh,North,KheriHub_KHE_PL,FK,Present,82,NA
08-08-2026,Manoj Harsh,North,KheriHub_KHE_PL,MYE,Future,7,NA
08-08-2026,Manoj Harsh,North,KheriHub_KHE_PL,MYE,Present,1,NA
08-08-2026,Manoj Harsh,North,KhurjaHub_KRJ_PL,FK,Future,387,NA
08-08-2026,Manoj Harsh,North,KhurjaHub_KRJ_PL,FK,Past,269,NA
08-08-2026,Manoj Harsh,North,KhurjaHub_KRJ_PL,FK,Present,2934,NA
08-08-2026,Manoj Harsh,North,KhurjaHub_KRJ_PL,MYE,Present,1,NA
08-08-2026,Manoj Harsh,North,KOPAGANJMDH_MAU_PL,EXT,Present,6,NA
08-08-2026,Manoj Harsh,North,KOPAGANJMDH_MAU_PL,FK,Future,4,NA
08-08-2026,Manoj Harsh,North,KOPAGANJMDH_MAU_PL,FK,Present,646,NA
08-08-2026,Manoj Harsh,North,MathuraHub_MTH_PL,EXT,Future,5,NA
08-08-2026,Manoj Harsh,North,MathuraHub_MTH_PL,EXT,Past,3,NA
08-08-2026,Manoj Harsh,North,MathuraHub_MTH_PL,EXT,Present,101,NA
08-08-2026,Manoj Harsh,North,MathuraHub_MTH_PL,FK,Future,336,NA
08-08-2026,Manoj Harsh,North,MathuraHub_MTH_PL,FK,Past,183,NA
08-08-2026,Manoj Harsh,North,MathuraHub_MTH_PL,FK,Present,6625,NA
08-08-2026,Manoj Harsh,North,MathuraHub_MTH_PL,MYE,Future,49,NA
08-08-2026,Manoj Harsh,North,MathuraHub_MTH_PL,MYE,Past,4,NA
08-08-2026,Manoj Harsh,North,MathuraHub_MTH_PL,MYE,Present,89,NA
08-08-2026,Manoj Harsh,North,MauHub_MAU_PL,EXT,Future,1,NA
08-08-2026,Manoj Harsh,North,MauHub_MAU_PL,EXT,Past,4,NA
08-08-2026,Manoj Harsh,North,MauHub_MAU_PL,EXT,Present,28,NA
08-08-2026,Manoj Harsh,North,MauHub_MAU_PL,FK,Future,339,NA
08-08-2026,Manoj Harsh,North,MauHub_MAU_PL,FK,Past,191,NA
08-08-2026,Manoj Harsh,North,MauHub_MAU_PL,FK,Present,902,NA
08-08-2026,Manoj Harsh,North,MauHub_MAU_PL,MYE,Future,6,NA
08-08-2026,Manoj Harsh,North,MauHub_MAU_PL,MYE,Present,6,NA
08-08-2026,Manoj Harsh,North,MedicalRoadHub_GOP_PL,EXT,Future,2,NA
08-08-2026,Manoj Harsh,North,MedicalRoadHub_GOP_PL,EXT,Past,2,NA
08-08-2026,Manoj Harsh,North,MedicalRoadHub_GOP_PL,EXT,Present,13,NA
08-08-2026,Manoj Harsh,North,MedicalRoadHub_GOP_PL,FK,Future,12,NA
08-08-2026,Manoj Harsh,North,MedicalRoadHub_GOP_PL,FK,Past,15,NA
08-08-2026,Manoj Harsh,North,MedicalRoadHub_GOP_PL,FK,Present,220,NA
08-08-2026,Manoj Harsh,North,MedicalRoadHub_GOP_PL,MYE,Future,3,NA
08-08-2026,Manoj Harsh,North,MedicalRoadHub_GOP_PL,MYE,Present,9,NA
08-08-2026,Manoj Harsh,North,MirzapurHub_MZP_PL,EXT,Present,12,NA
08-08-2026,Manoj Harsh,North,MirzapurHub_MZP_PL,FK,Past,12,NA
08-08-2026,Manoj Harsh,North,MirzapurHub_MZP_PL,FK,Present,25,NA
08-08-2026,Manoj Harsh,North,MoradabadHub_MRD_PL,EXT,Future,16,NA
08-08-2026,Manoj Harsh,North,MoradabadHub_MRD_PL,EXT,Past,2,NA
08-08-2026,Manoj Harsh,North,MoradabadHub_MRD_PL,EXT,Present,1,NA
08-08-2026,Manoj Harsh,North,MoradabadHub_MRD_PL,FK,Future,631,NA
08-08-2026,Manoj Harsh,North,MoradabadHub_MRD_PL,FK,Past,808,NA
08-08-2026,Manoj Harsh,North,MoradabadHub_MRD_PL,FK,Present,3726,NA
08-08-2026,Manoj Harsh,North,MoradabadHub_MRD_PL,MYE,Future,22,NA
08-08-2026,Manoj Harsh,North,MoradabadHub_MRD_PL,MYE,Past,1,NA
08-08-2026,Manoj Harsh,North,MoradabadHub_MRD_PL,MYE,Present,11,NA
08-08-2026,Manoj Harsh,North,MuhammadabadHub_MUH_PL,FK,Future,214,NA
08-08-2026,Manoj Harsh,North,MuhammadabadHub_MUH_PL,FK,Past,13,NA
08-08-2026,Manoj Harsh,North,MuhammadabadHub_MUH_PL,FK,Present,740,NA
08-08-2026,Manoj Harsh,North,MuhammadabadHub_MUH_PL,MYE,Future,59,NA
08-08-2026,Manoj Harsh,North,MuhammadabadHub_MUH_PL,MYE,Present,78,NA
08-08-2026,Manoj Harsh,North,MuzaffarnagarHub_MFN_PL,EXT,Past,30,NA
08-08-2026,Manoj Harsh,North,MuzaffarnagarHub_MFN_PL,EXT,Present,50,NA
08-08-2026,Manoj Harsh,North,MuzaffarnagarHub_MFN_PL,FK,Future,1,NA
08-08-2026,Manoj Harsh,North,MuzaffarnagarHub_MFN_PL,FK,Past,80,NA
08-08-2026,Manoj Harsh,North,MuzaffarnagarHub_MFN_PL,FK,Present,43,NA
08-08-2026,Manoj Harsh,North,MuzaffarnagarHub_MFN_PL,MYE,Future,10,NA
08-08-2026,Manoj Harsh,North,MuzaffarnagarHub_MFN_PL,MYE,Past,1,NA
08-08-2026,Manoj Harsh,North,MuzaffarnagarHub_MFN_PL,MYE,Present,21,NA
08-08-2026,Manoj Harsh,North,OkhlaBirdSanc_MYNTRA_DEL_PL,MYS,Future,1596,NA
08-08-2026,Manoj Harsh,North,OkhlaBirdSanc_MYNTRA_DEL_PL,MYS,Past,3126,NA
08-08-2026,Manoj Harsh,North,OkhlaBirdSanc_MYNTRA_DEL_PL,MYS,Present,23437,NA
08-08-2026,Manoj Harsh,North,OrderlyBazarHub_VNS_PL,EXT,Future,5,NA
08-08-2026,Manoj Harsh,North,OrderlyBazarHub_VNS_PL,EXT,Past,3,NA
08-08-2026,Manoj Harsh,North,OrderlyBazarHub_VNS_PL,EXT,Present,49,NA
08-08-2026,Manoj Harsh,North,OrderlyBazarHub_VNS_PL,FK,Future,20,NA
08-08-2026,Manoj Harsh,North,OrderlyBazarHub_VNS_PL,FK,Past,74,NA
08-08-2026,Manoj Harsh,North,OrderlyBazarHub_VNS_PL,FK,Present,1259,NA
08-08-2026,Manoj Harsh,North,OrderlyBazarHub_VNS_PL,MYE,Future,11,NA
08-08-2026,Manoj Harsh,North,OrderlyBazarHub_VNS_PL,MYE,Present,55,NA
08-08-2026,Manoj Harsh,North,PilibhitHub_PII_PL,EXT,Future,7,NA
08-08-2026,Manoj Harsh,North,PilibhitHub_PII_PL,EXT,Past,16,NA
08-08-2026,Manoj Harsh,North,PilibhitHub_PII_PL,EXT,Present,59,NA
08-08-2026,Manoj Harsh,North,PilibhitHub_PII_PL,FK,Future,1,NA
08-08-2026,Manoj Harsh,North,PilibhitHub_PII_PL,FK,Past,19,NA
08-08-2026,Manoj Harsh,North,PilibhitHub_PII_PL,FK,Present,276,NA
08-08-2026,Manoj Harsh,North,PilibhitHub_PII_PL,MYE,Present,5,NA
08-08-2026,Manoj Harsh,North,SaharanpurHub_SHP_PL,EXT,Past,7,NA
08-08-2026,Manoj Harsh,North,SaharanpurHub_SHP_PL,EXT,Present,14,NA
08-08-2026,Manoj Harsh,North,SaharanpurHub_SHP_PL,FK,Future,193,NA
08-08-2026,Manoj Harsh,North,SaharanpurHub_SHP_PL,FK,Past,67,NA
08-08-2026,Manoj Harsh,North,SaharanpurHub_SHP_PL,FK,Present,582,NA
08-08-2026,Manoj Harsh,North,SaharanpurHub_SHP_PL,MYE,Future,17,NA
08-08-2026,Manoj Harsh,North,SaharanpurHub_SHP_PL,MYE,Past,9,NA
08-08-2026,Manoj Harsh,North,SaharanpurHub_SHP_PL,MYE,Present,24,NA
08-08-2026,Manoj Harsh,North,SahjanwaHub_SHJ_PL,FK,Present,17,NA
08-08-2026,Manoj Harsh,North,ShahjahanpurHub_SJH_PL,EXT,Past,6,NA
08-08-2026,Manoj Harsh,North,ShahjahanpurHub_SJH_PL,EXT,Present,26,NA
08-08-2026,Manoj Harsh,North,ShahjahanpurHub_SJH_PL,FK,Future,48,NA
08-08-2026,Manoj Harsh,North,ShahjahanpurHub_SJH_PL,FK,Past,6,NA
08-08-2026,Manoj Harsh,North,ShahjahanpurHub_SJH_PL,FK,Present,345,NA
08-08-2026,Manoj Harsh,North,ShahjahanpurHub_SJH_PL,MYE,Future,6,NA
08-08-2026,Manoj Harsh,North,ShahjahanpurHub_SJH_PL,MYE,Past,1,NA
08-08-2026,Manoj Harsh,North,ShahjahanpurHub_SJH_PL,MYE,Present,18,NA
08-08-2026,Manoj Harsh,North,Sigra_PL,EXT,Future,45,NA
08-08-2026,Manoj Harsh,North,Sigra_PL,EXT,Past,2,NA
08-08-2026,Manoj Harsh,North,Sigra_PL,EXT,Present,22,NA
08-08-2026,Manoj Harsh,North,Sigra_PL,FK,Future,256,NA
08-08-2026,Manoj Harsh,North,Sigra_PL,FK,Past,78,NA
08-08-2026,Manoj Harsh,North,Sigra_PL,FK,Present,1995,NA
08-08-2026,Manoj Harsh,North,Sigra_PL,MYE,Future,27,NA
08-08-2026,Manoj Harsh,North,Sigra_PL,MYE,Present,97,NA
08-08-2026,Manoj Harsh,North,SirsaganjHub_SRS_PL,EXT,Present,2,NA
08-08-2026,Manoj Harsh,North,SirsaganjHub_SRS_PL,FK,Future,15,NA
08-08-2026,Manoj Harsh,North,SirsaganjHub_SRS_PL,FK,Past,1,NA
08-08-2026,Manoj Harsh,North,SirsaganjHub_SRS_PL,FK,Present,97,NA
08-08-2026,Manoj Harsh,North,SitapurHub_SIT_PL,EXT,Present,7,NA
08-08-2026,Manoj Harsh,North,SitapurHub_SIT_PL,FK,Future,19,NA
08-08-2026,Manoj Harsh,North,SitapurHub_SIT_PL,FK,Past,8,NA
08-08-2026,Manoj Harsh,North,SitapurHub_SIT_PL,FK,Present,213,NA
08-08-2026,Manoj Harsh,North,SitapurHub_SIT_PL,MYE,Present,7,NA
08-08-2026,Manoj Harsh,North,SultanpurHub_STP_PL,EXT,Future,16,NA
08-08-2026,Manoj Harsh,North,SultanpurHub_STP_PL,EXT,Present,16,NA
08-08-2026,Manoj Harsh,North,SultanpurHub_STP_PL,FK,Future,60,NA
08-08-2026,Manoj Harsh,North,SultanpurHub_STP_PL,FK,Past,1,NA
08-08-2026,Manoj Harsh,North,SultanpurHub_STP_PL,FK,Present,178,NA
08-08-2026,Manoj Harsh,North,SultanpurHub_STP_PL,MYE,Future,35,NA
08-08-2026,Manoj Harsh,North,SultanpurHub_STP_PL,MYE,Present,4,NA
08-08-2026,Manoj Harsh,North,TransportNagarHub_LKO_PL,EXT,Future,895,NA
08-08-2026,Manoj Harsh,North,TransportNagarHub_LKO_PL,EXT,Past,24,NA
08-08-2026,Manoj Harsh,North,TransportNagarHub_LKO_PL,EXT,Present,759,NA
08-08-2026,Manoj Harsh,North,TransportNagarHub_LKO_PL,FK,Future,751,NA
08-08-2026,Manoj Harsh,North,TransportNagarHub_LKO_PL,FK,Past,219,NA
08-08-2026,Manoj Harsh,North,TransportNagarHub_LKO_PL,FK,Present,9354,NA
08-08-2026,Manoj Harsh,North,TransportNagarHub_LKO_PL,MYE,Future,197,NA
08-08-2026,Manoj Harsh,North,TransportNagarHub_LKO_PL,MYE,Past,37,NA
08-08-2026,Manoj Harsh,North,TransportNagarHub_LKO_PL,MYE,Present,713,NA
08-08-2026,Manoj Harsh,North,VrindavanHub_MTH_PL,EXT,Future,2,NA
08-08-2026,Manoj Harsh,North,VrindavanHub_MTH_PL,EXT,Past,8,NA
08-08-2026,Manoj Harsh,North,VrindavanHub_MTH_PL,EXT,Present,22,NA
08-08-2026,Manoj Harsh,North,VrindavanHub_MTH_PL,FK,Future,38,NA
08-08-2026,Manoj Harsh,North,VrindavanHub_MTH_PL,FK,Past,23,NA
08-08-2026,Manoj Harsh,North,VrindavanHub_MTH_PL,FK,Present,676,NA
08-08-2026,Manoj Harsh,North,VrindavanHub_MTH_PL,MYE,Present,2,NA
08-08-2026,ranju.chandran,South,ArcotHub_ARC_PL,MYE,Future,3,NA
08-08-2026,ranju.chandran,South,ArcotHub_ARC_PL,MYE,Past,1,NA
08-08-2026,ranju.chandran,South,ArcotHub_ARC_PL,MYE,Present,5,NA
08-08-2026,ranju.chandran,South,DharmapuriHub_DMP_PL,EXT,Present,6,NA
08-08-2026,ranju.chandran,South,DharmapuriHub_DMP_PL,FK,Future,2,NA
08-08-2026,ranju.chandran,South,DharmapuriHub_DMP_PL,FK,Present,190,NA
08-08-2026,ranju.chandran,South,DharmapuriHub_DMP_PL,MYE,Future,2,NA
08-08-2026,ranju.chandran,South,DharmapuriHub_DMP_PL,MYE,Present,1,NA
08-08-2026,ranju.chandran,South,DindigulHub_DND_PL,EXT,Past,6,NA
08-08-2026,ranju.chandran,South,DindigulHub_DND_PL,EXT,Present,84,NA
08-08-2026,ranju.chandran,South,DindigulHub_DND_PL,FK,Future,5,NA
08-08-2026,ranju.chandran,South,DindigulHub_DND_PL,FK,Past,10,NA
08-08-2026,ranju.chandran,South,DindigulHub_DND_PL,FK,Present,2787,NA
08-08-2026,ranju.chandran,South,DindigulHub_DND_PL,MYE,Future,6,NA
08-08-2026,ranju.chandran,South,DindigulHub_DND_PL,MYE,Present,16,NA
08-08-2026,ranju.chandran,South,ErodeHub_ERD_PL,EXT,Future,82,NA
08-08-2026,ranju.chandran,South,ErodeHub_ERD_PL,EXT,Past,6,NA
08-08-2026,ranju.chandran,South,ErodeHub_ERD_PL,EXT,Present,64,NA
08-08-2026,ranju.chandran,South,ErodeHub_ERD_PL,FK,Future,50,NA
08-08-2026,ranju.chandran,South,ErodeHub_ERD_PL,FK,Past,22,NA
08-08-2026,ranju.chandran,South,ErodeHub_ERD_PL,FK,Present,1246,NA
08-08-2026,ranju.chandran,South,ErodeHub_ERD_PL,MYE,Future,70,NA
08-08-2026,ranju.chandran,South,ErodeHub_ERD_PL,MYE,Past,1,NA
08-08-2026,ranju.chandran,South,ErodeHub_ERD_PL,MYE,Present,161,NA
08-08-2026,ranju.chandran,South,GobichettipalayamHub_GOB_PL,EXT,Present,6,NA
08-08-2026,ranju.chandran,South,GobichettipalayamHub_GOB_PL,FK,Future,3,NA
08-08-2026,ranju.chandran,South,GobichettipalayamHub_GOB_PL,FK,Past,6,NA
08-08-2026,ranju.chandran,South,GobichettipalayamHub_GOB_PL,FK,Present,186,NA
08-08-2026,ranju.chandran,South,GobichettipalayamHub_GOB_PL,MYE,Past,1,NA
08-08-2026,ranju.chandran,South,GobichettipalayamHub_GOB_PL,MYE,Present,5,NA
08-08-2026,ranju.chandran,South,GuindyHub_CHN_PL,EXT,Future,521,NA
08-08-2026,ranju.chandran,South,GuindyHub_CHN_PL,EXT,Past,141,NA
08-08-2026,ranju.chandran,South,GuindyHub_CHN_PL,EXT,Present,539,NA
08-08-2026,ranju.chandran,South,GuindyHub_CHN_PL,FK,Future,378,NA
08-08-2026,ranju.chandran,South,GuindyHub_CHN_PL,FK,Past,258,NA
08-08-2026,ranju.chandran,South,GuindyHub_CHN_PL,FK,Present,9055,NA
08-08-2026,ranju.chandran,South,GuindyHub_CHN_PL,MYE,Future,398,NA
08-08-2026,ranju.chandran,South,GuindyHub_CHN_PL,MYE,Past,34,NA
08-08-2026,ranju.chandran,South,GuindyHub_CHN_PL,MYE,Present,1309,NA
08-08-2026,ranju.chandran,South,Hosurnorthhub_HOS_PL,EXT,Future,51,NA
08-08-2026,ranju.chandran,South,Hosurnorthhub_HOS_PL,EXT,Past,31,NA
08-08-2026,ranju.chandran,South,Hosurnorthhub_HOS_PL,EXT,Present,270,NA
08-08-2026,ranju.chandran,South,Hosurnorthhub_HOS_PL,FK,Future,45,NA
08-08-2026,ranju.chandran,South,Hosurnorthhub_HOS_PL,FK,Past,45,NA
08-08-2026,ranju.chandran,South,Hosurnorthhub_HOS_PL,FK,Present,1833,NA
08-08-2026,ranju.chandran,South,Hosurnorthhub_HOS_PL,MYE,Future,105,NA
08-08-2026,ranju.chandran,South,Hosurnorthhub_HOS_PL,MYE,Past,2,NA
08-08-2026,ranju.chandran,South,Hosurnorthhub_HOS_PL,MYE,Present,1336,NA
08-08-2026,ranju.chandran,South,KarumatampattyHub_KUM_PL,EXT,Future,2,NA
08-08-2026,ranju.chandran,South,KarumatampattyHub_KUM_PL,EXT,Present,4,NA
08-08-2026,ranju.chandran,South,KarumatampattyHub_KUM_PL,FK,Future,8,NA
